Estado Start/Stop;Ambiente;App Name;Owner;COMPUTER NAME;RESOURCE GROUP;SUBSCRIPTION;LOCATION;SIZE;Schedule
Inactivo;DV;;;caprot-vm-dc-02;DVNE-INFRA-RG-CAPROTONV2-01;DDD-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;caprot-vm-dc-03;dvne-infra-rg-caprotonv2-01;DDD-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;caprot-vm-fs-01;dvne-infra-rg-caprotonv2-01;DDD-DV;North Europe;Standard_B2s;
Inactivo;DV;;;caprot-vm-rm-01;DVNE-INFRA-RG-CAPROTONV2-01;DDD-DV;North Europe;Standard_B2ms;
Agendamento em progresso;DV;CA Lab;;DCBLCLAB;DCSRECOVERY-LAB-RG;CAS-CALAB-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;CA Lab;;DCCALAB;DCSRECOVERY-LAB-RG;CAS-CALAB-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;CA Lab;;DCRecoveryHyper;DCSRECOVERY-LAB-RG;CAS-CALAB-DV;North Europe;Standard_D4s_v4;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DR;;;draadcodatsql01;WE-DR-AADCO-NET-RG;DSP-Infra-PR;West Europe;Standard_D4ds_v5;
Inactivo;DR;;;draadcoinfmng01;WE-DR-AADCO-NET-RG;DSP-Infra-PR;West Europe;Standard_D4ds_v5;
Inactivo;DR;;;drazdcsblcadc01;we-dr-azdcs-int-rg;DSP-CA AZDCS-PR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drazdcsblcadc02;we-dr-azdcs-int-rg;DSP-CA AZDCS-PR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drazdcscoradc01;we-dr-azdcs-cor-rg;DSP-CA AZDCS-PR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drazdcscoradc02;we-dr-azdcs-cor-rg;DSP-CA AZDCS-PR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drazdcsintadc01;we-dr-azdcs-int-rg;DSP-CA AZDCS-PR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drazdcsintadc02;we-dr-azdcs-int-rg;DSP-CA AZDCS-PR;West Europe;Standard_D2s_v5;
Agendamento em progresso;QL;CA Mobile Particulares;Rui Lopes;qlmbparomsaut01;ne-qa-camob-rg-01;DDA AEA QA;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;CA Online Particulares;Rui Lopes;dvmnigapltaut01;ne-dv-mniga-plt-rg;DDD-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DR;;;drazrpiappens01;we-dr-azrpi-app-rg;DSP-CA Proton-DR;West Europe;Standard_D2s_v3;
Inactivo;DR;;;drazrpiapplog01;WE-DR-AZRPI-APP-RG;DSP-CA Proton-DR;West Europe;Standard_F4s_v2;
Agendamento em progresso;DV;CA Online Particulares;Rui Lopes;dvmnigapltque01;NE-DV-MNIGA-PLT-RG;DDD-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;CA Online Particulares;Rui Lopes;dvpverainfapp01;ne-dv-pvera-app-rg;DDD-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;CA Online Particulares;Rui Lopes;dvpverainfsql01;ne-dv-pvera-app-rg;DDD-DV;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DR;;;drazrpiappwsd02;we-dr-azrpi-app-rg;DSP-CA Proton-DR;West Europe;Standard_D2s_v3;
Agendamento em progresso;QL;CA Online Particulares;Rui Lopes;qlmnigapltaut01;NE-QL-MNIGA-PLT-RG;DDA AEA QA;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DR;;;drazrpiappwsi02;WE-DR-AZRPI-APP-RG;DSP-CA Proton-DR;West Europe;Standard_D2s_v3;
Agendamento em progresso;QL;CA Online Particulares;Rui Lopes;qlmnigapltque01;NE-QL-MNIGA-PLT-RG;DDA AEA QA;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DR;;;drazrpiappwso02;we-dr-azrpi-app-rg;DSP-CA Proton-DR;West Europe;Standard_D2s_v3;
Agendamento em progresso;QL;CA Orgao Social;Manuel Latino;qlporosdatgwe01;NE-QL-POROS-GWE-RG;DDA AEA QA;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DR;;;drazrpiappwss02;we-dr-azrpi-app-rg;DSP-CA Proton-DR;West Europe;Standard_D2s_v3;
Inactivo;DR;;;drazrpidatsql01;WE-DR-AZRPI-DAT-RG;DSP-CA Proton-DR;West Europe;Standard_E32s_v3;
Inactivo;DR;;;drazrpidatsql02;we-dr-azrpi-dat-rg;DSP-CA Proton-DR;West Europe;Standard_E32s_v3;
Inactivo;DR;;;drazrpiinfadc01;WE-DR-AZRPI-INF-RG;DSP-CA Proton-DR;West Europe;Standard_F4s_v2;
Inactivo;DR;;;drazrpiinfadc02;WE-DR-AZRPI-INF-RG;DSP-CA Proton-DR;West Europe;Standard_F4s_v2;
Inactivo;DR;;;drazrpiinfadf01;WE-DR-AZRPI-INF-RG;DSP-CA Proton-DR;West Europe;Standard_F4s_v2;
Inactivo;DR;;;drazrpiinfadf02;WE-DR-AZRPI-INF-RG;DSP-CA Proton-DR;West Europe;Standard_F4s_v2;
Inactivo;DR;;;drazrpiinfwap01;WE-DR-AZRPI-WAP-RG;DSP-Gateway-DR;West Europe;Standard_F4s_v2;
Inactivo;DR;;;drazrpiinfwap02;WE-DR-AZRPI-WAP-RG;DSP-Gateway-DR;West Europe;Standard_F4s_v2;
Activo;QL;CA Screening;Paulino Carvalho;qlavdhp11-0;NE-QL-AVD-HP11-RG;DDD-WVD-QL;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DR;;;drcalypsdatodb01.cas.local;WE-DR-CALYP-DAT-RG;DSP-CALYP-DR;West Europe;Standard_E4s_v3;
Inactivo;DR;;;drcaproinfdns01;WE-DR-CAPRO-INF-RG;DSP-CA Proton-PR;West Europe;Standard_B2s;
Inactivo;DR;;;drcaproinfdns02;WE-DR-CAPRO-INF-RG;DSP-CA Proton-PR;West Europe;Standard_B2s;
Inactivo;DR;;;drcastsinfadf01;we-dr-casts-inf-rg;DSP-CA AZDCS-PR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drcastsinfadf02;WE-DR-CASTS-INF-RG;DSP-CA AZDCS-PR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drcastsinfwap01;WE-DR-CASTS-WAP-RG;DSP-Gateway-DR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drcastsinfwap02;we-dr-casts-wap-rg;DSP-Gateway-DR;West Europe;Standard_D2s_v5;
Inactivo;DR;;;drexonlinfsmt01;NE-DR-EXONL-INF-RG;DSP-Infra-PR;West Europe;Standard_DS3_v2;
Inactivo;DR;;;drmgmtshp01;ne-dr-mgmt-shp-rg;GSC-MGMT-DR;North Europe;Standard_B1s;
Inactivo;DR;;;drppddve01.reddog.microsoft.com;WE-DR-PPDDO-BCK-RG;DSP-Infra-PR;West Europe;Standard_D32ds_v5;
Inactivo;DR;;;drppdm01;WE-DR-PPDDO-BCK-RG;DSP-Infra-PR;West Europe;Standard_D8s_v3;
Inactivo;DR;;;drrisksappsvc01;WE-DR-RISKS-APP-RG;CAS-RISKS-DR;West Europe;Standard_D8lds_v5;
Inactivo;DR;;;drrisksdatsql01;WE-DR-RISKS-DAT-RG;CAS-RISKS-DR;West Europe;Standard_D8lds_v5;
Inactivo;DR;;;drrisksengsvc01;we-dr-risks-eng-rg;CAS-RISKS-DR;West Europe;Standard_D16ds_v5;
Inactivo;DR;;;drsccminfdpt01;WE-DR-SCCM-INF-RG;DSP-Infra-PR;West Europe;Standard_D4s_v5;
Inactivo;DR;;;drsccminfdpt02;WE-DR-SCCM-INF-RG;DSP-Infra-PR;West Europe;Standard_D4s_v5;
Inactivo;DR;;;drsifoxdatodb01;WE-DR-SIFOX-DAT-RG;DSP-SIFOX-DR;West Europe;Standard_E8s_v3;
Inactivo;DR;;;drzpaconnector03;NE-DR-ZPACONNECTOR-RG;GSC-GATEW-PR;West Europe;Standard_D4s_v3;
Inactivo;DR;;;drzpaconnector04;NE-DR-ZPACONNECTOR-RG;GSC-GATEW-PR;West Europe;Standard_D4s_v3;
Inactivo;DR;;;drzpaconnector05;NE-DR-ZPACONNECTOR-RG;GSC-GATEW-PR;West Europe;Standard_F4s_v2;
Inactivo;DR;;;drzpaconnector06;NE-DR-ZPACONNECTOR-RG;GSC-GATEW-PR;West Europe;Standard_D4s_v3;
Inactivo;QL;;;dvavdhp10-0;NE-QL-WVD-HP10-RG;DDD-WVD-QL;North Europe;Standard_B8ms;
Inactivo;DV;;;dvazdcsblcadc01;ne-dv-azdcs-int-rg;DDD-CA AZDCS-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;dvazdcsblcadc02;ne-dv-azdcs-int-rg;DDD-CA AZDCS-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;dvazdcscoradc01;NE-DV-AZDCS-COR-RG;DDD-CA AZDCS-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;dvazdcscoradc02;ne-dv-azdcs-cor-rg;DDD-CA AZDCS-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;dvazdcsintadc01;ne-dv-azdcs-int-rg;DDD-CA AZDCS-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;dvazdcsintadc02;ne-dv-azdcs-int-rg;DDD-CA AZDCS-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;dvazrpiappbiz01;NE-DV-AZRPI-APP-RG;DDD-DV;North Europe;Standard_D2s_v4;
Inactivo;DV;;;dvazrpiappens01;NE-DV-AZRPI-APP-RG;DDD-DV;North Europe;Standard_D2s_v4;
Inactivo;DV;;;dvazrpiapplog01;NE-DV-AZRPI-APP-RG;DDD-DV;North Europe;Standard_D2s_v4;
Inactivo;DV;;;dvazrpiapppmc01;NE-DV-AZRPI-APP-RG;DDD-DV;North Europe;Standard_D2s_v4;
Inactivo;DV;;;dvazrpiappwsi01;NE-DV-AZRPI-APP-RG;DDD-DV;North Europe;Standard_D2s_v4;
Inactivo;DV;;;dvazrpiappwss01;NE-DV-AZRPI-APP-RG;DDD-DV;North Europe;Standard_D2s_v4;
Inactivo;DV;;;dvazrpidatsql01;NE-DV-AZRPI-DAT-RG;DDD-DV;North Europe;Standard_E8s_v4;
Inactivo;DV;;;dvazrpiinfadc01;NE-DV-AZRPI-INF-RG;DDD-DV;North Europe;Standard_D2s_v4;
Inactivo;DV;;;dvazrpiinfadf01;NE-DV-AZRPI-INF-RG;DDD-DV;North Europe;Standard_D2s_v4;
Inactivo;DV;;;dvazrpimngdeb01;NE-DV-AZRPI-DEB-RG;DDD-DV;North Europe;Standard_E4ds_v4;
Inactivo;DV;;;dvazrpimngdeb02;NE-DV-AZRPI-DEB-RG;DDD-DV;North Europe;Standard_E4ds_v4;
Agendamento em progresso;DV;Calypso;Bruno Aboim;dvcaagtdevops01;NE-DV-CAAGT-OPS-RG;CAS-CAAGT-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;Calypso;Bruno Aboim;dvcalypsappsvc01.caintranetdv.int;NE-DV-CALYP-APP-RG;DDD-CALYP-DV;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;Calypso;Bruno Aboim;dvcalypsdatodb01.cas.local;NE-DV-CALYP-DAT-RG;DDD-CALYP-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;Calypso;Bruno Aboim;dvcalypsengsvc01.caintranetdv.int;NE-DV-CALYP-ENG-RG;DDD-CALYP-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;Calypso;Bruno Aboim;dvcalypsrsksvc01.caintranetdv.int;NE-DV-CALYP-RSK-RG;DDD-CALYP-DV;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DV;;;dvcaobsdatdfc01;NE-DV-CAOBS-INF-RG;CAS-CAOBS-DV;North Europe;Standard_D2ls_v5;
Agendamento em progresso;QL;Calypso;Bruno Aboim;qlcalypsappsvc01.caintranetql.int;NE-QL-CALYP-APP-RG;DDD-CALYP-QL;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;QL;Calypso;Bruno Aboim;qlcalypsdatodb01.cas.local;NE-QL-CALYP-DAT-RG;DDD-CALYP-QL;North Europe;Standard_E4-2s_v3;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;QL;Calypso;Bruno Aboim;qlcalypsengsvc01.caintranetql.int;NE-QL-CALYP-ENG-RG;DDD-CALYP-QL;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;QL;Calypso;Bruno Aboim;qlcalypsrsksvc01.caintranetql.int;NE-QL-CALYP-RSK-RG;DDD-CALYP-QL;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Activo;QL;DUIT;Catarina Alexandra Tapada;w10quaduitwvd01;NE-QL-WVD-HP1-RG;DDD-WVD-QL;North Europe;Standard_B2ms;Desligado dias sa semana das 21h às 7h
Activo;QL;DUIT;Catarina Alexandra Tapada;w10quaduitwvd02;NE-QL-WVD-HP1-RG;DDD-WVD-QL;North Europe;Standard_B2ms;Desligado de 2a a 5a das 21h às 7h | 6a a partir das 23h e aos FDS
Activo;QL;DUIT;Catarina Alexandra Tapada;w10quaduitwvd03;NE-QL-WVD-HP1-RG;DDD-WVD-QL;North Europe;Standard_B2ms;Desligado de 2a a 5a das 21h às 7h | 6a a partir das 23h e aos FDS
Activo;QL;DUIT;Catarina Alexandra Tapada;w10quaduitwvd04;NE-QL-WVD-HP1-RG;DDD-WVD-QL;North Europe;Standard_B2ms;Desligado de 2a a 5a das 21h às 7h | 6a a partir das 23h e aos FDS
Agendamento em progresso;QL;DUIT;Catarina Alexandra Tapada;qlduitappmng01;NE-QL-DUIT-APP-RG;DDD-Infra-QL;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;QL;DUIT;Catarina Alexandra Tapada;qlduitappsql01;NE-QL-DUIT-APP-RG;DDD-Infra-QL;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;QL;Edoclink;Inês Rebelo Pinto;qledocldatsql01;NE-QL-EDOCL-DAT-RG;DDD-edoclink-QL;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DV;;;dvcaproinfdns01;NE-DV-CAPRO-INF-RG;DDD-DV;North Europe;Standard_B1s;
Inactivo;DV;;;dvcapropltdgw01;NE-DV-CAPRO-DGW-RG;DDD-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;dvcapropltmng01;NE-DV-CAPRO-MNG-RG;DDD-DV;North Europe;Standard_B2ms;
Inactivo;DV;;;dvcapropltmng02;NE-DV-CAPRO-MNG-RG;DDD-DV;North Europe;Standard_B2ms;
Agendamento em progresso;QL;Edoclink;Inês Rebelo Pinto;qledoclinfadc01;NE-QL-EDOCL-INF-RG;DDD-edoclink-QL;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;QL;Edoclink;Inês Rebelo Pinto;qledoclwfoiis01;NE-QL-EDOCL-WFO-RG;DDD-edoclink-QL;North Europe;Standard_B4ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Inactivo;DV;;;dvfocusappsvc01;ne-dv-focus-app-rg;DDD-CALYP-DV;North Europe;Standard_B16ms;
Activo;PP;Flow Credit;Estela Silva;ppflowcappiis01;NE-PP-FLOWC-APP-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Activo;PP;Flow Credit;Estela Silva;ppflowcappiis02;NE-PP-FLOWC-APP-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Activo;PP;Flow Credit;Estela Silva;ppflowcdatsql03;NE-PP-FLOWC-DAT-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B8ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Activo;PP;Flow Credit;Estela Silva;ppflowcdatsql04;NE-PP-FLOWC-DAT-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B16ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Activo;PP;Flow Credit;Estela Silva;ppflowcinfadc01;NE-PP-FLOWC-INF-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Activo;PP;Flow Credit;Estela Silva;ppflowcwboiis01;NE-PP-FLOWC-WBO-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Activo;PP;Flow Credit;Estela Silva;ppflowcwboiis02;NE-PP-FLOWC-WBO-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Activo;PP;Flow Credit;Estela Silva;ppflowcwfoiis01;NE-PP-FLOWC-WFO-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Activo;PP;Flow Credit;Estela Silva;ppflowcwfoiis02;NE-PP-FLOWC-WFO-RG;DSP-CA Flow Credit-PP;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e aos FDS, excepto sábado das 1h às 4h
Agendamento em progresso;DV;IFRS16;Francisco Machado;dvifr16appsvc01;NE-DV-IFR16-APP-RG;DDD-DV;North Europe;Standard_D2s_v5;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;DV;IFRS16;Francisco Machado;dvifr16datsql01;NE-DV-IFR16-DAT-RG;DDD-DV;North Europe;Standard_D2s_v5;Desligado dias da semana das 20h às 8h e Fins-de-semana
Agendamento em progresso;QL;IFRS16;Francisco Machado;qlifr16datsql01;NE-QL-IFR16-DAT-RG;DDA AEA QA;North Europe;Standard_D4s_v5;Desligado dias da semana das 20h às 8h e Fins-de-semana
Activo;DV;Moey;Francisco Sequeira;dvexperpltrun01;NE-DV-EXPER-INF-RG;DDD-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
Activo;DV;Moey;Francisco Sequeira;dvmenigpltaut01;NE-DV-MENIG-PLT-RG;DDD-DV;North Europe;Standard_B2ms;Desligado dias da semana das 20h às 8h e Fins-de-semana
